age_range,gender,semester_year,academic_stress,financial_stress,family_stress,career_stress,time_management_stress,relationship_stress,study_motivation,screen_time,family_support,teacher_support,loneliness,semester_break_thought,last_semester_gpa,current_cgpa,class_attendance,study_hours,academic_backlog,result_drop,tuition_pressure,part_time_work_effect,pressure_for_marriage,continue_study_if_married
18–25,Male / পুরুষ,7th semester / 4th year / ৭ম সেমিস্টার / ৪র্থ বর্ষ,সামান্য/নেই,মাঝারি,সামান্য/নেই,মাঝারি,মাঝারি,বেশি,High / বেশি,4–6 hours / ৪–৬ ঘণ্টা,Neutral / নিরপেক্ষ,Neutral / নিরপেক্ষ,Neutral / নিরপেক্ষ,Rarely / খুব কম,2.50–2.99,2.50–2.99,50%–64%,1–2 hours / ১–২ ঘণ্টা,No,Not sure / নিশ্চিত নই,Low pressure / কম চাপ,I do not do part-time work / আমি পার্ট-টাইম কাজ করি না,High pressure,Not sure
18–25,Male / পুরুষ,6th semester / ৬ষ্ঠ সেমিস্টার,সামান্য/নেই,মাঝারি,মাঝারি,সামান্য/নেই,সামান্য/নেই,মাঝারি,High / বেশি,2–4 hours / ২–৪ ঘণ্টা,Agree / সম্মত,Agree / সম্মত,Agree / সম্মত,"Yes, seriously / হ্যাঁ, সিরিয়াসলি",2.00–2.49,2.50–2.99,Below 50% / ৫০% এর কম,Less than 1 hour / ১ ঘণ্টার কম,Yes,No / না,Moderate pressure / মাঝারি চাপ,I do not do part-time work / আমি পার্ট-টাইম কাজ করি না,No pressure,Not sure
18–25,Male / পুরুষ,7th semester / 4th year / ৭ম সেমিস্টার / ৪র্থ বর্ষ,মাঝারি,সামান্য/নেই,সামান্য/নেই,সামান্য/নেই,সামান্য/নেই,সামান্য/নেই,High / বেশি,4–6 hours / ৪–৬ ঘণ্টা,Strongly agree / সম্পূর্ণ সম্মত,Disagree / অসম্মত,Agree / সম্মত,"Yes, seriously / হ্যাঁ, সিরিয়াসলি",2.00–2.49,3.50–4.00,50%–64%,2–4 hours / ২–৪ ঘণ্টা,Yes,No / না,Low pressure / কম চাপ,I do not do part-time work / আমি পার্ট-টাইম কাজ করি না,High pressure,Probably discontinue
18–25,Female / নারী,7th semester / 4th year / ৭ম সেমিস্টার / ৪র্থ বর্ষ,বেশি,মাঝারি,সামান্য/নেই,মাঝারি,মাঝারি,মাঝারি,Moderate / মাঝারি,2–4 hours / ২–৪ ঘণ্টা,Neutral / নিরপেক্ষ,Neutral / নিরপেক্ষ,Neutral / নিরপেক্ষ,Rarely / খুব কম,3.00–3.49,3.00–3.49,90% or above / ৯০% বা তার বেশি,2–4 hours / ২–৪ ঘণ্টা,No,No / না,No pressure / কোনো চাপ নেই,I do not do part-time work / আমি পার্ট-টাইম কাজ করি না,No pressure,Probably discontinue
18–25,Male / পুরুষ,6th semester / ৬ষ্ঠ সেমিস্টার,মাঝারি,সামান্য/নেই,মাঝারি,সামান্য/নেই,সামান্য/নেই,সামান্য/নেই,Moderate / মাঝারি,2–4 hours / ২–৪ ঘণ্টা,Disagree / অসম্মত,Agree / সম্মত,Neutral / নিরপেক্ষ,Rarely / খুব কম,3.50–4.00,3.00–3.49,65%–74%,1–2 hours / ১–২ ঘণ্টা,No,Not sure / নিশ্চিত নই,Low pressure / কম চাপ,I do not do part-time work / আমি পার্ট-টাইম কাজ করি না,No pressure,Probably discontinue
18–25,Female / নারী,6th semester / ৬ষ্ঠ সেমিস্টার,সামান্য/নেই,সামান্য/নেই,বেশি,বেশি,মাঝারি,মাঝারি,Moderate / মাঝারি,1–2 hours / ১–২ ঘণ্টা,Disagree / অসম্মত,Neutral / নিরপেক্ষ,Agree / সম্মত,"Yes, seriously / হ্যাঁ, সিরিয়াসলি",3.00–3.49,3.00–3.49,75%–89%,2–4 hours / ২–৪ ঘণ্টা,No,No / না,Very high pressure / খুব বেশি চাপ,I do not do part-time work / আমি পার্ট-টাইম কাজ করি না,Very high pressure,Probably continue
18–25,Female / নারী,5th semester / 3rd year / ৫ম সেমিস্টার / ৩য় বর্ষ,সামান্য/নেই,মাঝারি,মাঝারি,বেশি,সামান্য/নেই,সামান্য/নেই,Low / কম,1–2 hours / ১–২ ঘণ্টা,Disagree / অসম্মত,Disagree / অসম্মত,Neutral / নিরপেক্ষ,Often / প্রায়ই,2.00–2.49,2.50–2.99,65%–74%,1–2 hours / ১–২ ঘণ্টা,No,No / না,Very high pressure / খুব বেশি চাপ,I do not do part-time work / আমি পার্ট-টাইম কাজ করি না,Moderate pressure,Probably continue
18–25,Male / পুরুষ,6th semester / ৬ষ্ঠ সেমিস্টার,মাঝারি,মাঝারি,সামান্য/নেই,সামান্য/নেই,মাঝারি,মাঝারি,Low / কম,2–4 hours / ২–৪ ঘণ্টা,Neutral / নিরপেক্ষ,Neutral / নিরপেক্ষ,Agree / সম্মত,Often / প্রায়ই,2.50–2.99,2.00–2.49,50%–64%,Less than 1 hour / ১ ঘণ্টার কম,No,"Yes, significantly / হ্যাঁ, অনেক কমেছে",Moderate pressure / মাঝারি চাপ,"Yes, it slightly affects my study / করি, সামান্য প্রভাব ফেলে",High pressure,Probably discontinue
18–25,Female / নারী,7th semester / 4th year / ৭ম সেমিস্টার / ৪র্থ বর্ষ,মাঝারি,মাঝারি,সামান্য/নেই,বেশি,সামান্য/নেই,মাঝারি,High / বেশি,More than 6 hours / ৬ ঘণ্টার বেশি,Strongly agree / সম্পূর্ণ সম্মত,Neutral / নিরপেক্ষ,Agree / সম্মত,Often / প্রায়ই,3.00–3.49,2.50–2.99,65%–74%,Less than 1 hour / ১ ঘণ্টার কম,No,Not sure / নিশ্চিত নই,Moderate pressure / মাঝারি চাপ,I do not do part-time work / আমি পার্ট-টাইম কাজ করি না,Very high pressure,Not sure
18–25,Male / পুরুষ,6th semester / ৬ষ্ঠ সেমিস্টার,মাঝারি,বেশি,সামান্য/নেই,বেশি,মাঝারি,সামান্য/নেই,Low / কম,1–2 hours / ১–২ ঘণ্টা,Neutral / নিরপেক্ষ,Neutral / নিরপেক্ষ,Strongly agree / সম্পূর্ণ সম্মত,Rarely / খুব কম,Below 2.00 / ২.০০ এর নিচে,3.00–3.49,Below 50% / ৫০% এর কম,2–4 hours / ২–৪ ঘণ্টা,No,Not sure / নিশ্চিত নই,High pressure / বেশি চাপ,I do not do part-time work / আমি পার্ট-টাইম কাজ করি না,High pressure,Probably discontinue
18–25,Female / নারী,7th semester / 4th year / ৭ম সেমিস্টার / ৪র্থ বর্ষ,বেশি,সামান্য/নেই,বেশি,সামান্য/নেই,মাঝারি,মাঝারি,Moderate / মাঝারি,2–4 hours / ২–৪ ঘণ্টা,Disagree / অসম্মত,Agree / সম্মত,Agree / সম্মত,Sometimes / মাঝে মাঝে,3.00–3.49,3.00–3.49,75%–89%,2–4 hours / ২–৪ ঘণ্টা,No,Not sure / নিশ্চিত নই,No pressure / কোনো চাপ নেই,I do not do part-time work / আমি পার্ট-টাইম কাজ করি না,No pressure,Definitely discontinue
18–25,Female / নারী,6th semester / ৬ষ্ঠ সেমিস্টার,মাঝারি,সামান্য/নেই,মাঝারি,মাঝারি,মাঝারি,মাঝারি,High / বেশি,1–2 hours / ১–২ ঘণ্টা,Neutral / নিরপেক্ষ,Agree / সম্মত,Agree / সম্মত,Sometimes / মাঝে মাঝে,3.00–3.49,2.50–2.99,50%–64%,Less than 1 hour / ১ ঘণ্টার কম,No,Not sure / নিশ্চিত নই,Moderate pressure / মাঝারি চাপ,I do not do part-time work / আমি পার্ট-টাইম কাজ করি না,High pressure,Probably continue
18–25,Female / নারী,3rd semester / 2nd year / ৩য় সেমিস্টার / ২য় বর্ষ,সামান্য/নেই,মাঝারি,মাঝারি,বেশি,সামান্য/নেই,মাঝারি,Very low / খুব কম,1–2 hours / ১–২ ঘণ্টা,Neutral / নিরপেক্ষ,Strongly disagree / সম্পূর্ণ অসম্মত,Disagree / অসম্মত,Rarely / খুব কম,2.00–2.49,2.00–2.49,50%–64%,Less than 1 hour / ১ ঘণ্টার কম,Yes,"Yes, significantly / হ্যাঁ, অনেক কমেছে",Very high pressure / খুব বেশি চাপ,I do not do part-time work / আমি পার্ট-টাইম কাজ করি না,No pressure,Probably continue
18–25,Female / নারী,8th semester or above / ৮ম সেমিস্টার বা এর বেশি,মাঝারি,সামান্য/নেই,মাঝারি,সামান্য/নেই,মাঝারি,মাঝারি,Moderate / মাঝারি,2–4 hours / ২–৪ ঘণ্টা,Neutral / নিরপেক্ষ,Neutral / নিরপেক্ষ,Agree / সম্মত,Often / প্রায়ই,3.00–3.49,2.50–2.99,75%–89%,More than 4 hours / ৪ ঘণ্টার বেশি,No,Not sure / নিশ্চিত নই,Very high pressure / খুব বেশি চাপ,I do not do part-time work / আমি পার্ট-টাইম কাজ করি না,No pressure,Probably continue
18–25,Male / পুরুষ,8th semester or above / ৮ম সেমিস্টার বা এর বেশি,মাঝারি,সামান্য/নেই,মাঝারি,মাঝারি,বেশি,মাঝারি,High / বেশি,More than 6 hours / ৬ ঘণ্টার বেশি,Agree / সম্মত,Strongly agree / সম্পূর্ণ সম্মত,Strongly agree / সম্পূর্ণ সম্মত,"Yes, seriously / হ্যাঁ, সিরিয়াসলি",2.50–2.99,2.50–2.99,50%–64%,Less than 1 hour / ১ ঘণ্টার কম,No,Not sure / নিশ্চিত নই,Low pressure / কম চাপ,I do not do part-time work / আমি পার্ট-টাইম কাজ করি না,No pressure,Probably discontinue
18–25,Female / নারী,4th semester / ৪র্থ সেমিস্টার,মাঝারি,সামান্য/নেই,সামান্য/নেই,মাঝারি,মাঝারি,বেশি,Low / কম,More than 6 hours / ৬ ঘণ্টার বেশি,Strongly disagree / সম্পূর্ণ অসম্মত,Neutral / নিরপেক্ষ,Neutral / নিরপেক্ষ,Sometimes / মাঝে মাঝে,2.50–2.99,2.50–2.99,Below 50% / ৫০% এর কম,1–2 hours / ১–২ ঘণ্টা,Yes,Not sure / নিশ্চিত নই,Moderate pressure / মাঝারি চাপ,I do not do part-time work / আমি পার্ট-টাইম কাজ করি না,Moderate pressure,Not sure
